0x14ffd18de1,bayonetta_airshooter
0xeb8dc74ba0,duckhunt_laser
0xf31d938eb0,duckhunt_laser2
0x136a818374,duckhunt_leafcutter
0x136ba69ac1,duckhunt_leafshield
0x10e3c52892,duckhunt_leftarm
0x122fb98798,duckhunt_lightning
0x1613e8b9eb,duckhunt_lightshuriken
0x13d562dd7c,duckhunt_littlemacg
0x177013d54b,duckhunt_lock_on_cursor
0x15e889dd79,duckhunt_lockoncursor
0x1a702a3fbe,duckhunt_lockoncursorready
0x11001906c5,duckhunt_lucariom
0x1240ca4f87,duckhunt_magichand
0x12fa2ac7bd,duckhunt_mainlaser
0xf645c56c30,duckhunt_mantle
0xe4bcd14e80,duckhunt_mario
0xd31bf8f010,duckhunt_mask
0x126cd06d84,duckhunt_maskfinal
0xea36603d00,duckhunt_mball
0x172d89ac19,duckhunt_megaphonelaser
0xd76e424b60,duckhunt_melt
0xf1b6258bb0,duckhunt_meteor
0x10fff52eca,duckhunt_mewtwom
0x134776b4c3,duckhunt_miimissile
0x15cb11c4dd,duckhunt_miipartshead
0xdf2f6d0270,duckhunt_milk
0x10d32e2543,duckhunt_missile
0xd249827090,duckhunt_mona
0x11e301dcb5,duckhunt_moneybag
0x14749f83f4,duckhunt_monsterball
0xdad3c0bd90,duckhunt_moon
0x13decd16be,duckhunt_narrowbeam
0xdadc4a5e20,duckhunt_navy
0xfdc6fa6dc0,duckhunt_needle
0x130e092424,duckhunt_needlehave
0x18d422cc87,duckhunt_newdededehammer
0xf74eef3fd0,duckhunt_nikita
0x16c98e06ac,duckhunt_nikitamissile
0x163b29d385,duckhunt_normal_weapon
0x11c8f03d0d,duckhunt_obakyumu
0x1031e6a78d,duckhunt_octopus
0xfcd662fdb0,duckhunt_office
0xc983ecd700,duckhunt_oil
0xc49462b070,duckhunt_pad
0xef33d03790,duckhunt_panel
0x1218f51a44,duckhunt_parachute
0x12a9565c85,duckhunt_paralyzer
0x196572b6cb,duckhunt_paralyzer_bullet
0x11e7e4ea8f,duckhunt_parasail
0x10ce9d6322,duckhunt_partner
0xe4c3d881c0,duckhunt_paula
0x107945248a,duckhunt_peanuts
0x143b24d871,duckhunt_pfushigisou
0x109720ab9a,duckhunt_phantom
0xdd71d43aa0,duckhunt_pick
0x17c9c8a5b9,duckhunt_picopicohammer
0xe155adb550,duckhunt_piece
0xc1896f0b50,duckhunt_pig
0xf25e849470,duckhunt_pikmin
0x12a241647b,duckhunt_piratehat
0xf94af78340,duckhunt_pkfire
0x10856d05e6,duckhunt_pkflash
0x1196db41b7,duckhunt_pkfreeze
0x1485a38487,duckhunt_pkstarstorm
0x12cacf3010,duckhunt_pkthunder
0xe200e072d0,duckhunt_plate
0x12e95c0a37,duckhunt_plizardon
0x10f0562098,duckhunt_plunger
0x10cdb2359c,duckhunt_pointer
0x151ee528c9,duckhunt_poisonbreath
0xfcd67749e0,duckhunt_pompon
0xc4017df010,duckhunt_poo
0xcca7216ed0,duckhunt_pot
0x12abea028f,duckhunt_powerstar
0x1485aa233e,duckhunt_psychobreak
0x11b040db4f,duckhunt_ptrainer
0xdd6c7fddc0,duckhunt_pump
0x1280b8aaa4,duckhunt_pumpwater
0xf5f7793d80,duckhunt_punch1
0xfc67ec2620,duckhunt_punch2
0xfb179f2f40,duckhunt_punch3
0x124f3a85dd,duckhunt_pushfinal
0x13226b8dd9,duckhunt_pushobject
0x12f8f78def,duckhunt_pzenigame
0xf917bdf570,duckhunt_qigong
0xd178ca7b00,duckhunt_rail
0x19cd0678de,duckhunt_rapidshot_bullet
0x181f876dbc,duckhunt_reflectionboard
0x14c5976ad3,duckhunt_remainclown
0xf4346d3e20,duckhunt_rescue
0x10e056b716,duckhunt_reserve
0x10b569e722,duckhunt_reticle
0x17d1a12516,duckhunt_reticle_cursor
0x118bc39179,duckhunt_rightarm
0xd5bc360050,duckhunt_riki
0xdc10cb9470,duckhunt_ring
0x13b3b13510,duckhunt_rockbuster
0x14341b0ae3,duckhunt_rockmandash
0x1314af1959,duckhunt_rockmanexe
0x1192993d26,duckhunt_rockmanx
0xfc3c15c210,duckhunt_roller
0x125abb1b2e,duckhunt_rollerink
0xdffce9b060,duckhunt_rope
0xef349d5a30,duckhunt_rope2
0x1bd41a8ed6,duckhunt_rosettaticomissile
0x11a7085b7b,duckhunt_roysword
0xd6852cb050,duckhunt_rpg7
0xf03d0893b0,duckhunt_rubber
0x11aa9b9e6e,duckhunt_rushcoil
0x120e81e9d8,duckhunt_ryusensya
0xdcbbbbdfc0,duckhunt_sack
0xfee701a840,duckhunt_samusp
0x10b5d97cbf,duckhunt_scarier
0xf0dc79f7e0,duckhunt_search
0xd0a57af370,duckhunt_seed
0x1393a4d386,duckhunt_shadowball
0x14e2d8fc6c,duckhunt_shadowmario
0x16a3c8247e,duckhunt_shinkuhadoken
0x131bdc08cc,duckhunt_shinryuken
0x1c801cadaa,duckhunt_shootingstarrockman
0xf43b6e7bf0,duckhunt_shovel
0xf6c97eddf0,duckhunt_shrine
0x11b63e6958,duckhunt_shuriken
0x13de4792df,duckhunt_silhouette
0x1480b44a29,duckhunt_silhouettel
0xf784c79db0,duckhunt_simple
0x11a3b8c6fd,duckhunt_simple2l
0x1159b7fb9e,duckhunt_simple2r
0xe5ea312da0,duckhunt_sleep
0x128b12e4a4,duckhunt_slingshot
0x1042c17d59,duckhunt_slosher
0xecc831f5b0,duckhunt_spark
0xece0e5ed50,duckhunt_spear
0x12b295caa7,duckhunt_spearhand
0x1897393a94,duckhunt_specialn_bullet
0x17f432e117,duckhunt_specialupdummy
0x12553ec2f3,duckhunt_spikeball
0xf552809f80,duckhunt_spiral
0x11fc015403,duckhunt_spitball
0xf030f50290,duckhunt_splash
0x132f18fa66,duckhunt_splashbomb
0x156533b93a,duckhunt_spreadbullet
0x19468573bf,duckhunt_sprinkling_water
0xffb0ca6460,duckhunt_sprout
0xe5699a5990,duckhunt_squid
0xe3f590c130,duckhunt_stake
0xd870b16250,duckhunt_star
0x1463cc3059,duckhunt_starmissile
0x12400e4279,duckhunt_starpiece
0x14a94c0355,duckhunt_stealthbomb
0x16eb332205,duckhunt_stealthbomb_s
0x14cecdd218,duckhunt_stethoscope
0xe48b0d55c0,duckhunt_stone
0x104b2c37c1,duckhunt_strings
0xe08d128480,duckhunt_stuff
0xe1ff144d20,duckhunt_stump
0x12b53ff32c,duckhunt_sunbullet
0x152779ada4,duckhunt_supermissile
0x13867b8d10,duckhunt_supersonic
0x17b68a5e6f,duckhunt_sweatlittlemac
0xeb086672c0,duckhunt_swing
0xecb7517790,duckhunt_sword
0xf33c702820,duckhunt_sword2
0x12e0326234,duckhunt_swordbeam
0x138b5c5b59,duckhunt_swordflare
0xea7b95f300,duckhunt_table
0xd13bd02b80,duckhunt_takt
0xf4bfcfb300,duckhunt_tamago
0xf7561ae9a0,duckhunt_tatami
0x135d426591,duckhunt_throwsweat
0x109dcef8c4,duckhunt_thunder
0xd5f1210e40,duckhunt_tico
0xe644b5dec0,duckhunt_timmy
0xe412002300,duckhunt_tommy
0x10428abb94,duckhunt_tomnook
0x104e3d8b1f,duckhunt_tornado
0x14b5911f3a,duckhunt_tornadoshot
0xef5954a750,duckhunt_towel
0x14a9d9a977,duckhunt_trafficsign
0x13da38d563,duckhunt_trampoline
0x17a40f1300,duckhunt_transportation
0xdf9ee12ed0,duckhunt_tree
0x157f9f0f92,duckhunt_trenchmortar
0x1bd263ce73,duckhunt_trenchmortarbullet
0x116935e94e,duckhunt_triforce
0x10261b16a1,duckhunt_trolley
0x138b4a9e8c,duckhunt_ultrasword
0x1603ef413c,duckhunt_ultraswordhat
0x11325e72be,duckhunt_umbrella
0xda0604f3c0,duckhunt_vine
0xf1a76254d0,duckhunt_vortex
0x121650ea91,duckhunt_waddledee
0x12e2ecac0f,duckhunt_wariobike
0x11e8535230,duckhunt_warioman
0x11989a8b54,duckhunt_warpstar
0xeaaa3c4ac0,duckhunt_water
0x14dea2d867,duckhunt_waterdragon
0x1409934fcf,duckhunt_waterstream
0xd94d4e1b80,duckhunt_wave
0xe56399b6b0,duckhunt_weeds
0xd3b8230420,duckhunt_whip
0xe823c1c810,duckhunt_whip2
0x118aaa2444,duckhunt_whiphand
0x111db35ffe,duckhunt_whipwire
0x121da4e2dd,duckhunt_whitebear
0x17c17ff32d,duckhunt_wickedweavearm
0x172cf10df6,duckhunt_wickedweaveleg
0x11aeb3c80f,duckhunt_widebeam
0xe57ae267e0,duckhunt_wiibo
0xd74dabdb40,duckhunt_win1
0xdedd3ec0e0,duckhunt_win2
0xd9ad4dc980,duckhunt_win3
0xf32d3bd040,duckhunt_window
0x1147fa6736,duckhunt_windummy
0xdf6d249750,duckhunt_wing
0x1192eb5206,duckhunt_winsword
0x117bb050e2,duckhunt_wirerope
0xf8a9a140b0,duckhunt_wolfen
0x12e2187466,duckhunt_yoshibg01
0x11e984ff33,duckhunt_yoshimob
0xd19d84e500,duckhunt_yoyo
0x113b70be23,duckhunt_yoyohead
0xf8fc5d72b0,edge_airshooter
0xa10ffe1af0,edge_ally1
0xa89f6b0150,edge_ally2
0xafef180830,edge_ally3
0xa609515200,edge_ally4
0xa179225b60,edge_ally5
0xa8e9b740c0,edge_ally6
0xd5af748330,edge_allyarm1
0xdc3fe19890,edge_allyarm2
0xdb4f9291f0,edge_allyarm3
0xd5d9a8c2a0,edge_allyarm5
0xdc493dd900,edge_allyarm6
0x1311444afc,edge_allyarmbullet1
0x13884d1b46,edge_allyarmbullet2
0x13ff4a2bd0,edge_allyarmbullet3
0xf0cd361e00,edge_ancientbow
0x1450037de2,edge_ancientbowarrow
0xb143b90210,edge_arrow1
0xb8d32c19b0,edge_arrow2
0x12d8b9e530,edge_artisticpoint
0xb3e6041780,edge_arwing
0xfd04891330,edge_arwingshot
0x160b9cb2de,edge_attackairf_bullet
0xdc1e980490,edge_auraball
0x12c4cefefd,edge_autoaimbullet
0x1021cff01f,edge_autoreticle
0x8c6b606550,edge_axe
0xf44ceca670,edge_background
0xdbd21e0900,edge_backpack
0x1130edaef2,edge_balanceboard
0xc7bb7e6ab0,edge_balloon
0xe5b90fa0b0,edge_barreljet
0xf8c8786790,edge_barreljets
0x8354031e60,edge_bat
0xa504c48d80,edge_baton
0xb03d720260,edge_batten
0x998e1bbdc0,edge_beam
0xaded61a330,edge_beast
0xb58e2d4dd0,edge_beetle
0xc1bdfdb540,edge_bigbird
0x1089c2ac79,edge_bigbirdbase
0xec1f96fb10,edge_bigpacman
0xd53ec3c800,edge_bindball
0x989c8bb8e0,edge_bird
0xed3c2c8d10,edge_blackhole
0xcc95e8e590,edge_blaster
0x135db1de1c,edge_blaster_bullet
0x11bfdbb0b8,edge_blasterchest
0x103cdd8af0,edge_blasterhead
0x10232c7928,edge_blasterwing
0x10d2772a93,edge_blazepillar
0xd8c36c2e10,edge_blizzard
0x9b745df340,edge_blue
0xf40a6f8450,edge_bluefalcon
0x10c52d97b9,edge_blunderbuss
0x9a97c6c970,edge_bomb
0xba995999e0,edge_bonnie
0x9e296b6b10,edge_book
0xe614af2210,edge_boomerang
0xf88983e400,edge_bosspackun
0x100131e401,edge_bottomshoot
0x832ca4dd20,edge_bow
0xd333405000,edge_bowarrow
0x10baa48277,edge_bowlingball
0x8a27550430,edge_box
0xb6c651a300,edge_breath
0xa9b9aad820,edge_broom
0xa28454c1a0,edge_bruce
0xa1c3622f60,edge_brush
0xbb16163750,edge_bucket
0xd507b042d0,edge_building
0xbec4d65a60,edge_bullet
0xcc25f038c0,edge_bunshin
0xa90af50850,edge_burst
0x8858a73100,edge_bus
0x113f9143f6,edge_butterflynet
0x7f8e9f8400,edge_c4
0xd085576320,edge_c4switch
0x8c9e0a2ab0,edge_can
0xffeda5a000,edge_cannonball
0x833ef9fc80,edge_cap
0xa24ac42ed0,edge_cappy
0x11183808fd,edge_capsuleblock
0xc8cfc0cc80,edge_chakram
0x1156704936,edge_championbelt
0xc48ab55900,edge_changer
0x114116731a,edge_chaosemerald
0xf6f917bd10,edge_chargeshot
0xc4b76dd020,edge_chariot
0x1164a5ecac,edge_chariotsight
0xa8da003ea0,edge_chrom
0x93556334b0,edge_clay
0xf8161f4e20,edge_clayrocket
0xadfcde6e10,edge_cloud
0xb3ebceae40,edge_coffin
0xbbad7edac0,edge_condor
0x15639c000f,edge_copy_inkling_gun
0x16c13d2511,edge_copy_inkling_tank
0xae9b243010,edge_crack
0xc119655d40,edge_cracker
0xa3a7900ea0,edge_crash
0xe013cc3460,edge_crashbomb
0xaba82e40c0,edge_cross
0xabde84dd10,edge_crown
0xc9806c2220,edge_crystal
0xa7f625d120,edge_cshot
0xb1644becc0,edge_cypher
0xd697fe5400,edge_daimonji
0xefa1b97490,edge_deathball
0x9ec5a3fb20,edge_dein
0xbd5637ebf0,edge_dein_s
0xb0497d5d70,edge_demonp
0xcd9a890970,edge_dengeki
0x1072a66707,edge_dengekidama
0xaf7d2f53c0,edge_diver
0xd22859ada0,edge_dkbarrel
0xd638772e30,edge_doclouis
0xab62a03880,edge_dokan
0xb4c043a380,edge_dolfin
0xfa45b2fc60,edge_doseitable
0xa8bf4d3530,edge_doyle
0xf96a362660,edge_dragonhand
0xe922772cb0,edge_drcapsule
0xd97c9666a0,edge_drmantle
0xb038d5f440,edge_dunban
0xbe3287b370,edge_elwind
0xac6b06d450,edge_entry
0x101eca27a7,edge_entryobject
0x82526b35b0,edge_esa
0x13452bda42,edge_escapeairdummy
0xbe3625a8b0,edge_esword
0xeb5473fc10,edge_explosion
0x130de5dd9b,edge_explosiveflame
0x1b6d4f8ffd,edge_explosiveflame_reserve
0x12249ceead,edge_exprosiveshot
0xacd8d37e00,edge_fairy
0x1014768123,edge_falconpunch
0xa0078c96d0,edge_fence
0xe163109860,edge_finalbeam
0xe071809d40,edge_finalbird
0xda7bd01360,edge_finalcan
0x102cd17720,edge_finalcutter
0x14f070c1ed,edge_finalcuttershot
0xd45ad82990,edge_finaldog
0xef429329d0,edge_finalduck
0xf9d3ec2c40,edge_finalenemy
0xfceac079e0,edge_finalgrass
0x10eb7e8379,edge_finalgunman
0xa1fd8fbeb0,edge_fiora
0x971ad1c4f0,edge_fire
0xafcc74f100,edge_fire2
0xd9ed2d92a0,edge_fireball
0x10dcfc31da,edge_firehydrant
0x15e1b2ec41,edge_firehydrantwater
0xf6d3e88d20,edge_firepillar
0xdb9aef9f10,edge_firework
0x107be322e9,edge_fishingline
0xffd54f76b0,edge_fishingrod
0x1014d06123,edge_flamepillar
0xbf84831fb0,edge_flare1
0xb614160410,edge_flare2
0xfcbdbea2a0,edge_flaredummy
0x12942568ed,edge_flaregrenades
0xa425faf360,edge_flash
0xbf18994090,edge_flower
0xe90253ceb0,edge_flowerpot
0x9fd4b3c770,edge_food
0xa1e95b6190,edge_forge
0xa7f7af78b0,edge_forte
0xe50f4ec960,edge_fourwings
0x11eb07f454,edge_fullthrottle
0xea28d846e0,edge_furniture
0xa29a29fd30,edge_fusin
0x106e8e868e,edge_fusionsword
0xb7fec7a2a0,edge_ganond
0xbb6402f300,edge_garlic
0x991588d140,edge_gate
0xa9077dd350,edge_gbeam
0xed6a3f8b00,edge_gekkougas
0xdd80fadc80,edge_gigafire
0x1099462691,edge_gimmickjump
0xcc0a7c6740,edge_godwing
0xd7522b4830,edge_gomorrah
0xef79fb7880,edge_gongfinal
0xae80d25740,edge_gordo
0xa459c6fc60,edge_grass
0xc756c3e8a0,edge_grenade
0x140f3fd296,edge_grenadelauncher
0xfbedeb62c0,edge_groundbomb
0x8e047dd220,edge_gun
0xb8e456ad70,edge_gunman
0x1121cbed8b,edge_gunmanbullet
0x11d30abd4f,edge_gunnercharge
0xc6a6811480,edge_gunship
0x935e231440,edge_gyro
0xf80f61f390,edge_gyroholder
0xc00e41d9c0,edge_hadoken
0x9b58474990,edge_hair
0xb88abdfe50,edge_hammer
0x109ef83b66,edge_hardknuckle
0x838d7b4300,edge_hat
0xb2cf4bb750,edge_helmet
0xdb535f24e0,edge_himohebi
0xe8b04e7680,edge_himohebi2
0x941be28110,edge_hole
0x109aa71cf5,edge_hominglaser
0x1119194c4c,edge_homingtarget
0xd37c591e60,edge_hookshot
0x11269708a8,edge_hookshothand
0x9022dce460,edge_horn
0xa8f0bdf2d0,edge_horse
0xa8a44c9a80,edge_house
0xdbd9d488d0,edge_hugebeam
0x10d6b8b773,edge_hugecapsule
0xef4e6f1c50,edge_hugeflame
0xdbd753a6b0,edge_hulahoop
0x861939c770,edge_ice
0xc529057760,edge_iceberg
0x1129f881b7,edge_iceberg_wind
0xf0f5b6a260,edge_iceberghit
0xcc93fd91d0,edge_iceshot
0xd6f6343e50,edge_illusion
0xe951846cc0,edge_inkbullet
0xdeab323e60,edge_ironball
0xe048f303b0,edge_jethammer
0xdefb5ab3b0,edge_kaminari
0x9e764b5d80,edge_kart
0xbcc2dc6990,edge_kassar
0xc5c2eaec60,edge_kinopio
0x119f09c5df,edge_kinopiospore
0xa57d1681d0,edge_knife
0xb0649ca6d0,edge_koopag
0xd77b54ae40,edge_kumatora
0x100b09327d,edge_kurofukuhat
0xa04dd54f90,edge_laser
0xbdeb029e10,edge_laser2
0xf9c5285500,edge_leafcutter
0xf9d759ce50,edge_leafshield
0xc03ffa89d0,edge_leftarm
0xe4599f84d0,edge_lightning
0x12652c73c9,edge_lightshuriken
0xf23b1db580,edge_littlemacg
0x13a5055065,edge_lock_on_cursor
0x11f0026f39,edge_lockoncursor
0x16f0d98dde,edge_lockoncursorready
0xd904621d40,edge_lucariom
0xe2aea30520,edge_magichand
0xe900ab8680,edge_mainlaser
0xb8b3547c90,edge_mantle
0xaf7cc34ab0,edge_mario
0x9561cd6b00,edge_mask
0xe06f012510,edge_maskfinal
0xa1f6723930,edge_mball
0x13f89f2937,edge_megaphonelaser
0x911477d070,edge_melt
0xbf40b49b10,edge_meteor
0xc1fcfaec50,edge_mewtwom
0xfb1a5b2e70,edge_miimissile
0x11d39a769d,edge_miipartshead
0x9955589960,edge_milk
0xc3314a54c0,edge_missile
0x9433b7eb80,edge_mona
0xd735efba40,edge_moneybag
0x10486ab423,edge_monsterball
0x9ca9f52680,edge_moon
0xf281e109a0,edge_narrowbeam
0x9ca67fc530,edge_navy
0xb3306b7d60,edge_needle
0xff8da22000,edge_needlehave
0x140821d7cd,edge_newdededehammer
0xb9b87e2f70,edge_nikita
0x12bf4acc8e,edge_nikitamissile
0x124ded19a7,edge_normal_weapon
0xd58af1a1c0,edge_obakyumu
0xcd1dc27820,edge_octopus
0xb220f3ed10,edge_office
0x8e62db0eb0,edge_oil
0x83755569c0,edge_pad
0xa4f3c233a0,edge_panel
0xe72d565910,edge_parachute
0xec37623500,edge_paralyzer
0x15f3a71d5e,edge_paralyzer_bullet
0xd77bbcd9e0,edge_parasail
0xc2ea7e32d0,edge_partner
0xaf03ca85f0,edge_paula
0xc997fa4850,edge_peanuts
0x1007d1efa6,edge_pfushigisou
0xc771a2b950,edge_phantom
0x9b0be1a1b0,edge_pick
0x131cde2097,edge_picopicohammer
0xaa95bfb160,edge_piece
0x866858d2e0,edge_pig
0xbca81584d0,edge_pikmin
0xec8611bae0,edge_piratehat
0xb7bc6693e0,edge_pkfire
0xc655785e90,edge_pkflash
0xd068466a60,edge_pkfreeze
0x10b956b350,edge_pkstarstorm
0xea0ef4fc50,edge_pkthunder
0xa9c0f276e0,edge_plate
0xe837c75e20,edge_plizardon
0xc106ca0970,edge_plunger
0xc2d88b5930,edge_pointer
0x11066e9a89,edge_poisonbreath
0xb220e65940,edge_pompon
0x83e04a29a0,edge_poo
0x8b4616b760,edge_pot
0xec1ca7d5a0,edge_powerstar
0x10b95f14e9,edge_psychobreak
0xd201ffc5e0,edge_ptrainer
0x9b164a46d0,edge_pump
0xeea98d5710,edge_pumpwater
0xbb01e82d20,edge_punch1
0xb2917d3680,edge_punch2
0xb5e10e3fe0,edge_punch3
0xe251afa080,edge_pushfinal
0xfd4b88bfd0,edge_pushobject
0xe92d7f23a0,edge_pzenigame
0xb7e12ce5d0,edge_qigong
0x9702ffe010,edge_rail
0x155bd3d34b,edge_rapidshot_bullet
0x14c38476f6,edge_reflectionboard
0x10f9625d04,edge_remainclown
0xbac2fc2e80,edge_rescue
0xc006c37190,edge_reserve
0xc5553672d0,edge_reticle
0x1304b7a038,edge_reticle_cursor
0xd1b9cb6680,edge_rightarm
0x93c6039b40,edge_riki
0x9a6afe0f60,edge_ring
0xf456233340,edge_rockbuster
0x1008ee3d34,edge_rockmandash
0xfe27c1f7d0,edge_rockmanexe
0xd02c61a370,edge_rockmanx
0xb2ca84d2b0,edge_roller
0xe309b64fb0,edge_rollerink
0x9986dc2b70,edge_rope
0xa4f48f5e00,edge_rope2
0x1799281c3c,edge_rosettaticomissile
0xd37577c6a0,edge_roysword
0x90ff192b40,edge_rpg7
0xbecb998310,edge_rubber
0xd3ac4b97f0,edge_rushcoil
0xe64a1960d0,edge_ryusensya
0x9ac18e44d0,edge_sack
0xb01190b8e0,edge_samusp
0xc55e3fcb00,edge_scarier
0xbe2ae8e740,edge_search
0x96df4f6860,edge_seed
0xf6577d5a20,edge_shadowball
0x10de2dcbbb,edge_shadowmario
0x12d50cee5c,edge_shinkuhadoken
0xfed0f0ee80,edge_shinryuken
0x18c08e945e,edge_shootingstarrockman
0xbacdff6b50,edge_shovel
0xb83fefcd50,edge_shrine
0xd26614e490,edge_shuriken
0xf289494fb0,edge_silhouette
0x10bc417dfe,edge_silhouettel
0xb972568d10,edge_simple
0xd33e7e1ec0,edge_simple2l
0xdc9e8dc8f0,edge_simple2r
0xae2a232990,edge_sleep
0xee1329b710,edge_slingshot
0xca2fbfd560,edge_slosher
0xa70823f180,edge_spark
0xa720f7e960,edge_spear
0xed8b5b5720,edge_spearhand
0x144b3a21de,edge_specialn_bullet
0x1321246439,edge_specialupdummy
0xe3f1ebd260,edge_spikeball
0xbba4118f20,edge_spiral
0xd6c5e73120,edge_spitball
0xbec6641230,edge_splash
0xfd9cbfc420,edge_splashbomb
0x117db80b7a,edge_spreadbullet
0x15d050d82a,edge_sprinkling_water
0xb1465b74c0,edge_sprout
0xaea9885da0,edge_squid
0xa83582c500,edge_stake
0x9e0a84f940,edge_star
0x105f39078e,edge_starmissile
0xe2a2e3dac0,edge_starpiece
0x1095b93482,edge_stealthbomb
0x129df7e827,edge_stealthbomb_s
0x10f238e5cf,edge_stethoscope
0xaf4b1f51f0,edge_stone
0xcab16b7ce0,edge_strings
0xab4d0080b0,edge_stuff
0xaa3f064910,edge_stump
0xedf1f8cf90,edge_sunbullet
0x113ff21fe4,edge_supermissile
0xf70a88b340,edge_supersonic
0x13639cdb41,edge_sweatlittlemac
0xa0c87476f0,edge_swing
0xa7774373a0,edge_sword
0xbdcae13880,edge_sword2
0xe8a121de10,edge_swordbeam
0xf7d8f5d7d0,edge_swordflare
0xa1bb87f730,edge_table
0x9741e5b090,edge_takt
0xba495ea3a0,edge_tamago
0xb9a08bf900,edge_tatami
0xfab9163b50,edge_throwsweat
0xc7df478cb0,edge_thunder
0x938b149550,edge_tico
0xad84a7daf0,edge_timmy
0xafd2122730,edge_tommy
0xca2b03b9b0,edge_tomnook
0xcae070b100,edge_tornado
0x10896428ed,edge_tornadoshot
0xa49946a360,edge_towel
0x10952c9ea0,edge_trafficsign
0xf2cebd3470,edge_trampoline
0x137119962e,edge_transportation
0x99e4d4b5c0,edge_tree
0x116714bdd2,edge_trenchmortar
0x179f515c99,edge_trenchmortarbullet
0xdf96ace5f0,edge_triforce
0xcc62196ae0,edge_trolley
0xf7d9998a80,edge_ultrasword
0x12752b8b1e,edge_ultraswordhat
0xda20155af0,edge_umbrella
0x9c7c3168d0,edge_vine
0xbf51f34470,edge_vortex
0xe7c7095440,edge_waddledee
0xe88ccd3da0,edge_wariobike
0xd780c75210,edge_warioman
0xd08c5ac450,edge_warpstar
0xa16a2e4ef0,edge_water
0x10e257efb0,edge_waterdragon
0x1035667818,edge_waterstream
0x9f377b8090,edge_wave
0xaea38bb280,edge_weeds
0x95c2169f30,edge_whip
0xa3e3d3cc20,edge_whip2
0xd1af503550,edge_whiphand
0xd8dec78ef0,edge_whipwire
0xe77849d080,edge_whitebear
0x1314697603,edge_wickedweavearm
0x13f9e788d8,edge_wickedweaveleg
0xd3eecef1e0,edge_widebeam
0xaebaf063d0,edge_wiibo
0x91379e4050,edge_win1
0x98a70b5bf0,edge_win2
0x9fd7785290,edge_win3
0xbddbaac0e0,edge_window
0xdd7a540270,edge_windummy
0x9917110c40,edge_wing
0xd02b475170,edge_winsword
0xdebef77f30,edge_wirerope
0xb65f305010,edge_wolfen
0xe88380bb30,edge_yoshibg01
0xd79dbd8220,edge_yoshimob
0x97e7b17e10,edge_yoyo
0xdab2f99320,edge_yoyohead
0x11b4ec65b4,eflame_airshooter
0xca7727a980,eflame_ally1
0xc3e7b2b220,eflame_ally2
0xc497c1bb40,eflame_ally3
0xcd7188e170,eflame_ally4
0xca01fbe810,eflame_ally5
0xc3916ef3b0,eflame_ally6
0xf7a6f17dd0,eflame_allyarm1
0xfe36646670,eflame_allyarm2
0xf946176f10,eflame_allyarm3
0xf7d02d3c40,eflame_allyarm5
0xfe40b827e0,eflame_allyarm6
0x15c7f0e7bf,eflame_allyarmbullet1
0x155ef9b605,eflame_allyarmbullet2
0x1529fe8693,eflame_allyarmbullet3
0x1137fad37f,eflame_ancientbow
0x16bf00d965,eflame_ancientbowarrow
0xdac31b8b50,eflame_arrow1
0xd3538e90f0,eflame_arrow2
0x14bab74e90,eflame_artisticpoint
0xd866a69ec0,eflame_arwing
0x11eb6123ac,eflame_arwingshot
0x18aee534a0,eflame_attackairf_bullet
0xfe171dfa70,eflame_auraball
0x14a6c0555d,eflame_autoaimbullet
0x1241445778,eflame_autoreticle
0xab44591ba0,eflame_axe
0x117fe778f8,eflame_background
0xf9db9bf7e0,eflame_backpack
0x13e35bd1ae,eflame_balanceboard
0xe8c6dbbde0,eflame_balloon
0x101c02ad2b,eflame_barreljet
0x11b7ae34e6,eflame_barreljets
0xa47b3a6090,eflame_bat
0xce7c1d3ef0,eflame_baton
0xdbbdd08b20,eflame_batten
0xba826b7a20,eflame_beam
0xc695b81040,eflame_beast
0xde0e8fc490,eflame_beetle
0xeec0586210,eflame_bigbird
0x12e9490b1e,eflame_bigbirdbase
0x10866b3891,eflame_bigpacman
0xf7374636e0,eflame_bindball
0xbb90fb7f00,eflame_bird
0x1094509ff1,eflame_blackhole
0xe3e84d32c0,eflame_blaster
0x158b05735f,eflame_blaster_bullet
0x136c6dcfe4,eflame_blasterchest
0x125c562d97,eflame_blasterhead
0x1243a7de4f,eflame_blasterwing
0x12b2fc8df4,eflame_blazepillar
0xfacae9d0f0,eflame_blizzard
0xb8782d34a0,eflame_blue
0x117b8f4ada,eflame_bluefalcon
0x12a5a630de,eflame_blunderbuss
0xb99bb60e90,eflame_bomb
0xd119fb10a0,eflame_bonnie
0xbd251bacf0,eflame_book
0x1026d8a501,eflame_boomerang
0x11b3b18cdf,eflame_bosspackun
0x1261ba4366,eflame_bottomshoot
0xa4039da3d0,eflame_bow
0xf13ac5aee0,eflame_bowarrow
0x12da2f2510,eflame_bowlingball
0xad086c7ac0,eflame_box
0xdd46f32a40,eflame_breath
0xc2c1736b50,eflame_broom
0xc9fc8d72d0,eflame_bruce
0xcabbbb9c10,eflame_brush
0xd096b4be10,eflame_bucket
0xf70e35bc30,eflame_building
0xd54474d320,eflame_bullet
0xe35855ef90,eflame_bunshin
0xc2722cbb20,eflame_burst
0xaf779e4ff0,eflame_bus
0x13ec273caa,eflame_butterflynet
0x90c1992860,eflame_c4
0xf28cd29dc0,eflame_c4switch
0xabb1335440,eflame_can
0x11c5f3e89f,eflame_cannonball
0xa411c08270,eflame_cap
